iter	MultiClass
671	0.006157856765
672	0.006149458574
673	0.006137431127
674	0.006127170725
675	0.006122351971
676	0.006114594028
677	0.006101106576
678	0.006091321426
679	0.006085890443
680	0.006078967849
681	0.006068476002
682	0.006056095229
683	0.00604616675
684	0.006039215065
685	0.006030835725
686	0.006013567773
687	0.006008784485
688	0.006000072015
689	0.005994187763
690	0.005983202281
691	0.005972963446
692	0.005967663386
693	0.005957663026
694	0.005949523632
695	0.005945082942
696	0.005941611682
697	0.005931605731
698	0.005920191338
699	0.005908802392
700	0.005897220373
701	0.005882183671
702	0.005873287995
703	0.005864892116
704	0.005857270431
705	0.005851265271
706	0.005839956341
707	0.005832200375
708	0.005826816395
709	0.005822417507
710	0.005815356282
711	0.005798184774
712	0.005789320458
713	0.005778912997
714	0.005774725267
715	0.00576567646
716	0.005754509032
717	0.005748559809
718	0.005741500838
719	0.005732764783
720	0.0057270369
721	0.005722315828
722	0.005716750157
723	0.005706803438
724	0.005699739948
725	0.005692633427
726	0.005683195298
727	0.005676210031
728	0.005669050784
729	0.005662644884
730	0.005656689188
731	0.005642650792
732	0.005635209523
733	0.00562630152
734	0.005616194429
735	0.005609314572
736	0.005603623007
737	0.005592715959
738	0.005587041481
739	0.005576181168
740	0.0055692794
741	0.00556019857
742	0.005554372842
743	0.005545858704
744	0.005533918697
745	0.005524684076
746	0.005517958238
747	0.005512145317
748	0.005505496564
749	0.005494224838
750	0.005481655886
751	0.00547472216
752	0.005470211305
753	0.005462607812
754	0.005457818423
755	0.005451177657
756	0.005441254887
757	0.005434203797
758	0.005428260052
759	0.005420693191
760	0.005413669044
761	0.005405598605
762	0.005397887984
763	0.005390873927
764	0.005384239553
765	0.005377611846
766	0.005370911149
767	0.005354812538
768	0.005348003672
769	0.005340904161
770	0.005329952106
771	0.005321518194
772	0.005310381997
773	0.005304055891
774	0.005299709805
775	0.005288853867
776	0.005278207494
777	0.005269580655
778	0.005261976288
779	0.005255216976
780	0.005245633562
781	0.005237412968
782	0.00522806978
783	0.005223408268
784	0.0052176688737785	0.005212927758
786	0.005207267617
787	0.005201322213
788	0.005190856673
789	0.005183547712
790	0.005176863271
791	0.00517050724
792	0.005161505544
793	0.005155287669
794	0.005147349402
795	0.005142186916
796	0.005138687424
797	0.005128551001
798	0.00512222373
799	0.005113404467
800	0.005107014612
801	0.005103687922
802	0.005098949318
803	0.005096124254
804	0.005087626885
805	0.005078730048
806	0.005074090664
807	0.005067069793
808	0.005059173149
809	0.005047492128
810	0.005040520895
811	0.005033289988
812	0.005025908373
813	0.005019714235
814	0.005016281753
815	0.005010406968
816	0.005006399957
817	0.005000502079
818	0.004989636622
819	0.004983925615
820	0.004976805269
821	0.004961181713
822	0.004956181803
823	0.004948377865
824	0.004942414133
825	0.004934731565
826	0.004926519395
827	0.004917671838
828	0.0049116749658829	0.0049067639868830	0.0048927194831831	0.0048841943832832	0.0048792673833833	0.0048733273834834	0.0048629068835835	0.0048582636836836	0.0048487446837837	0.0048433640838838	0.0048367319839839	0.0048302686840840	0.0048242204841841	0.0048192527842842	0.0048134640843843	0.0048057333844844	0.0047982034845845	0.0047930703846846	0.0047879643847847	0.0047846889848848	0.004779118584849	0.0047737614785850	0.0047688416985851	0.0047624906585852	0.0047586232853853	0.0047522713854854	0.0047476436855855	0.004741586585856	0.004737028578857	0.0047329427578858	0.0047247107258859	0.004718447439
860	0.004711465913
861	0.004705937239
862	0.004697214059
863	0.004683892704
864	0.004678635674
865	0.004672569369
866	0.004665414145
867	0.004659447332
868	0.004656034826
869	0.004652534503
870	0.004644240253
871	0.004636662613
872	0.004631354137
873	0.004625083341
874	0.004618588178
875	0.004608926877
876	0.004602868894
877	0.004598185119
878	0.004594655513
879	0.004588056532
880	0.004584130542
881	0.00457673347
882	0.004570255828
883	0.004566029609
884	0.004560499644
885	0.004555309861
886	0.004550583015
887	0.004543442234
888	0.004536214259
889	0.004529981312
890	0.004522488489
891	0.004518582992
892	0.004513122474
893	0.004509417891
894	0.00450312193
895	0.004496002035
896	0.004491636764
897	0.004487860654
898	0.004486114503
899	0.004482047867
900	0.004473530528
901	0.004468815889
902	0.004461865344
903	0.004456939763
904	0.004452286341
905	0.004447668016
906	0.004444079889
907	0.004435185552
908	0.004432613753
909	0.00442908017
910	0.004423810809
911	0.004418759154
912	0.00441211536
913	0.004409620926
914	0.004401995312
915	0.004397749949
916	0.004390691757
917	0.004387350429
918	0.004382297172
919	0.004378897195
920	0.004374681783
921	0.004369930719
922	0.004365715414
923	0.004363312405
924	0.004360030013
925	0.00435517759
926	0.004350124065
927	0.004347560236
928	0.004338858675
929	0.004334700461
930	0.004328111753
931	0.00432038677
932	0.004316830558
933	0.004306498372
934	0.004300470051
935	0.004295243845
936	0.004291373769
937	0.004286843679
938	0.00428210757
939	0.004277937312
940	0.004271544654
941	0.004266992737
942	0.004260343286
943	0.004256352134
944	0.00424730715
945	0.004239888938
946	0.004235524613
947	0.004230209445
948	0.004226529077
949	0.004221805884
950	0.004218517707
951	0.004214579942
952	0.004209487122
953	0.004205605995
954	0.004200664635
955	0.004196249644
956	0.004194021415
957	0.004190233575
958	0.004183407652
959	0.004178793199
960	0.004174004481
961	0.004169340365
962	0.004164950969
963	0.004160929432
964	0.0041566965	0.965	0.0041520966	0.966	0.0041462967	0.967	0.0041414968	0.968	0.0041393969	0.969	0.0041338970	0970	0.004129971	0.0971	0.004125972	0.0972	0.004122973	0.973	0.0041158974	0.974	0.0041118975	0975	0.0041085976	0976	0.00410296977	0977	0.00409815978	0978	0.00409616979	0979	0.00409124980	0980	0.00408839981	0981	0.00408477982	0982	0.00408179983	0983	0.0040756984	0.984	0.0040698985	0.985	0.0040591986	0.986	0.0040537987	0.987	0.0040488988	0.988	0.0040444989	0.989	0.0040404990	0.990	0.004035820776
991	0.004030981341
992	0.004027522405
993	0.00402426688
994	0.004019948985
995	0.004016010302
996	0.004009597713
997	0.004006376937
998	0.003998958782
999	0.00399648996
0.003880074918
